rack_no,pallet_id,location_id,stock_status_code
34,UINT0000086662,3341072,NE
34,UINT0000086671,3341081,NE
34,UINT0000086672,3341082,NE
34,UINT0000086674,3341091,NE
34,UINT0000086673,3341092,NE
34,UINT0000086685,3341101,NE
34,UINT0000086684,3341102,NE
34,UINT0000086688,3341111,NE
34,UINT0000086687,3341112,NE
34,UINT0000086691,3341121,NE
34,UINT0000086689,3341122,NE
34,UINT0000086686,3341131,NE
34,UINT0000086692,3341132,NE
34,UINT0000086694,3341141,NE
34,SYS16258867,3341142,NE
34,UINT0000086679,3341151,NE
34,UINT0000086678,3341152,NE
34,UINT0000086682,3341161,NE
34,UINT0000086680,3341162,NE
34,UINT0000086695,3341171,NE
34,UINT0000086683,3341172,NE
34,UINT0000086696,3341181,NE
34,UINT0000086690,3341182,NE
34,UINT0000086677,3341191,NE
34,UINT0000086681,3341192,NE
34,UINT0000086708,3341201,NE
34,UINT0000086706,3341202,NE
34,UINT0000086701,3341212,NE
34,UINT0000086704,3341221,NE
34,UINT0000086676,3341222,NE
34,UINT0000086707,3341231,NE
34,UINT0000086699,3341232,NE
34,UINT0000086698,3341241,NE
34,UINT0000086703,3341242,NE
34,UINT0000086700,3341251,NE
34,UINT0000086702,3341252,NE
34,UINT0000086705,3342211,NE
35,UINT0000086697,3351201,NE
35,UINT0000074638,3352141,NE
35,UINT0000074642,3352142,NE
35,UINT0000074635,3352291,NE
35,UINT0000074636,3352292,NE
35,UINT0000075368,3353171,NE
35,UINT0000074641,3354081,NE
35,UINT0000074650,3354082,NE
35,UINT0000075365,3354171,NE
35,UINT0000074649,3354291,NE
35,UINT0000074647,3354292,NE
35,UINT0000075366,3355171,NE
35,UINT0000074646,3355291,NE
35,UINT0000074644,3355292,NE
35,UINT0000075367,3356071,NE
35,UINT0000074639,3356291,NE
35,UINT0000074643,3356292,NE
36,SYS16323373,3361361,NE
36,UINT0000075268,3361451,QAF
36,UINT0000075266,3361461,QAF
36,UINT0000075271,3361541,QAF
36,UINT0000089081,3362411,QAF
36,UINT0000079250,3362491,NE
36,UINT0000079251,3362501,NE
36,UINT0000089075,3362511,QAF
36,UINT0000089074,3362521,QAF
36,UINT0000089073,3362531,QAF
36,UINT0000089076,3362541,QAF
36,UINT0000069266,3362551,NE
36,UINT0000069268,3362561,NE
36,UINT0000069267,3362571,NE
36,UINT0000069270,3362581,NE
36,UINT0000082801,3363381,NE
36,UINT0000082802,3363401,NE
36,UINT0000067512,3363461,NE
36,UINT0000067513,3363471,NE
36,UINT0000079252,3363481,NE
36,UINT0000079253,3363531,NE
36,UINT0000079258,3363551,NE
36,UINT0000068554,3363581,NE
36,UINT0000075269,3364461,QAF
36,UINT0000068553,3364581,NE
36,UINT0000089516,3365111,NE
36,UINT0000089516,3365111,NE
36,UINT0000075267,3365441,QAF
36,UINT0000075270,3365451,QAF
36,UINT0000079257,3365461,NE
36,UINT0000079256,3365481,NE
36,UINT0000068552,3365581,NE
36,UINT0000074632,3366531,NE
36,UINT0000079260,3366571,NE
37,SYS16282162,3371080S,NE
37,SYS16290739,3371080S,NE
37,SYS16264925,3372029S,NE
37,SYS16282173,3372029S,NE
37,SYS16298058,3372048S,NE
37,SYS16317749,3372048S,NE
37,SYS16267084,3372070S,NE
37,SYS16264870,3373008S,NE
37,SYS16301551,3373027S,NE
37,SYS16269628,3374024S,NE
38,SYS16156418,3381061,NE
38,UINT0000089071,3381121,QAF
38,UINT0000089070,3381122,QAF
38,SYS16323374,3381361,NE
38,SYS16323375,3381361,NE
38,SYS16323376,3381361,NE
38,SYS16323372,3381362,NE
38,SYS16323377,3381391,NE
38,SYS16323378,3381391,NE
38,SYS16323379,3381391,NE
38,SYS16323380,3381391,NE
38,SYS16323381,3381391,NE
38,SYS16323382,3381391,NE
38,SYS16323387,3381391,NE
38,SYS16323383,3381401,NE
38,SYS16323384,3381401,NE
38,SYS16323385,3381401,NE
38,SYS16323386,3381401,NE
38,SYS16323388,3381401,NE
38,SYS16323389,3381401,NE
38,SYS16323390,3381401,NE
38,SYS16323391,3381401,NE
38,SYS16320520,3381411,DMG
38,UINT0000091092,3381411,DMG
38,UINT0000090026,3382061,QAF
38,UINT0000089072,3382241,QAF
38,UINT0000090022.,3383061,QAF
38,UINT0000090022..,3384061,QAF
38,UINT0000089077,3384151,QAF
38,UINT0000090000,3385061,QAF
38,SYS16156417,3385201,NE
38,SYS16157748,3385401,NE
38,UINT0000089078,3386151,QAF
39,UINT0000091276,3391181,NE
39,UINT0000092364,3391261,NE
39,UINT0000092362,3391281,NE
39,UINT0000092361,3391291,NE
39,UINT0000092363,3391341,NE
39,UINT0000092360,3391441,NE
39,UINT0000092185,3392021,NE
39,UINT0000088888,3392081,NE
39,UINT0000092197,3392181,NE
39,UINT0000092367,3393211,NE
39,UINT0000092366,3393261,NE
39,UINT0000092365,3395331,NE
39,UINT0000092179,3396161,NE
39,UINT0000092192,3397011,NE
39,UINT0000092191,3397071,NE
